"etort1","etort2","divergence"
"etort-25","etort-107",0.196039
"etort-26","etort-107",0.192442
"etort-27","etort-107",0.193861
"etort-28","etort-107",0.195652
"etort-30","etort-107",0.202818
"etort-31","etort-107",0.215256
"etort-32","etort-107",0.197126
"etort-33","etort-107",0.194435
"etort-34","etort-107",0.193178
"etort-35","etort-107",0.199316
"etort-36","etort-107",0.210099
"etort-37","etort-107",0.212275
"etort-38","etort-107",0.211578
"etort-39","etort-107",0.194147
"etort-40","etort-107",0.195733
"etort-41","etort-107",0.1986
"etort-42","etort-107",0.194991
"etort-43","etort-107",0.195724
"etort-44","etort-107",0.193741
"etort-45","etort-107",0.191849
"etort-46","etort-107",0.201072
"etort-47","etort-107",0.204185
"etort-48","etort-107",0.196941
"etort-49","etort-107",0.201903
"etort-50","etort-107",0.190423
"etort-51","etort-107",0.206373
"etort-52","etort-107",0.195761
"etort-53","etort-107",0.211409
"etort-54","etort-107",0.190324
"etort-55","etort-107",0.20504
"etort-56","etort-107",0.202765
"etort-57","etort-107",0.185486
"etort-58","etort-107",0.210969
"etort-59","etort-107",0.201061
"etort-60","etort-107",0.188947
"etort-61","etort-107",0.188827
"etort-62","etort-107",0.208
"etort-63","etort-107",0.192301
"etort-64","etort-107",0.191984
"etort-65","etort-107",0.18802
"etort-66","etort-107",0.191704
"etort-67","etort-107",0.192954
"etort-68","etort-107",0.18713
"etort-69","etort-107",0.191089
"etort-70","etort-107",0.19449
"etort-71","etort-107",0.184075
"etort-72","etort-107",0.183599
"etort-73","etort-107",0.188768
"etort-74","etort-107",0.19608
"etort-75","etort-107",0.20751
"etort-76","etort-107",0.204007
"etort-77","etort-107",0.194409
"etort-78","etort-107",0.207766
"etort-79","etort-107",0.207553
"etort-80","etort-107",0.20521
"etort-81","etort-107",0.203125
"etort-82","etort-107",0.206943
"etort-83","etort-107",0.206199
"etort-84","etort-107",0.205842
"etort-85","etort-107",0.206278
"etort-86","etort-107",0.210141
"etort-87","etort-107",0.206081
"etort-88","etort-107",0.201678
"etort-89","etort-107",0.206629
"etort-90","etort-107",0.21112
"etort-91","etort-107",0.203749
"etort-92","etort-107",0.203573
"etort-93","etort-107",0.206517
"etort-94","etort-107",0.207869
"etort-95","etort-107",0.207181
"etort-96","etort-107",0.194349
"etort-97","etort-107",0.189731
"etort-98","etort-107",0.194813
"etort-99","etort-107",0.195887
"etort-100","etort-107",0.195798
"etort-102","etort-107",0.184648
"etort-103","etort-107",0.187646
"etort-104","etort-107",0.190463
"etort-105","etort-107",0.187726
"etort-106","etort-107",0.177805
"etort-107","etort-107",0.125821
"etort-1","etort-108",0.201618
"etort-2","etort-108",0.182405
"etort-3","etort-108",0.188672
"etort-4","etort-108",0.191247
"etort-5","etort-108",0.192229
"etort-6","etort-108",0.199081
"etort-7","etort-108",0.200867
"etort-8","etort-108",0.193855
"etort-9","etort-108",0.191127
"etort-10","etort-108",0.190705
"etort-11","etort-108",0.193103
"etort-12","etort-108",0.202895
"etort-13","etort-108",0.184765
"etort-14","etort-108",0.186053
"etort-15","etort-108",0.208522
"etort-16","etort-108",0.200775
"etort-17","etort-108",0.208413
"etort-18","etort-108",0.190407
"etort-19","etort-108",0.188668
"etort-20","etort-108",0.188757
"etort-21","etort-108",0.191763
"etort-22","etort-108",0.188986
"etort-23","etort-108",0.195694
"etort-24","etort-108",0.192125
"etort-25","etort-108",0.195611
"etort-26","etort-108",0.192443
"etort-27","etort-108",0.195455
"etort-28","etort-108",0.195266
"etort-30","etort-108",0.202494
"etort-31","etort-108",0.215523
"etort-32","etort-108",0.195394
"etort-33","etort-108",0.191861
"etort-34","etort-108",0.192279
"etort-35","etort-108",0.199615
"etort-36","etort-108",0.208824
"etort-37","etort-108",0.210767
"etort-38","etort-108",0.212627
"etort-39","etort-108",0.192745
"etort-40","etort-108",0.192751
"etort-41","etort-108",0.199421
"etort-42","etort-108",0.191984
"etort-43","etort-108",0.193394
"etort-44","etort-108",0.193409
"etort-45","etort-108",0.191964
"etort-46","etort-108",0.201641
"etort-47","etort-108",0.202856
"etort-48","etort-108",0.196486
"etort-49","etort-108",0.202188
"etort-50","etort-108",0.189323
"etort-51","etort-108",0.207363
"etort-52","etort-108",0.195605
"etort-53","etort-108",0.210705
"etort-54","etort-108",0.188664
"etort-55","etort-108",0.203934
"etort-56","etort-108",0.203389
"etort-57","etort-108",0.185126
"etort-58","etort-108",0.212042
"etort-59","etort-108",0.200807
"etort-60","etort-108",0.188983
"etort-61","etort-108",0.189363
"etort-62","etort-108",0.206692
"etort-63","etort-108",0.190236
"etort-64","etort-108",0.191924
"etort-65","etort-108",0.187082
"etort-66","etort-108",0.189938
"etort-67","etort-108",0.192229
"etort-68","etort-108",0.187131
"etort-69","etort-108",0.191379
"etort-70","etort-108",0.193604
"etort-71","etort-108",0.183641
"etort-72","etort-108",0.181087
"etort-73","etort-108",0.188027
"etort-74","etort-108",0.194269
"etort-75","etort-108",0.207275
"etort-76","etort-108",0.202779
"etort-77","etort-108",0.1925
"etort-78","etort-108",0.208706
"etort-79","etort-108",0.207785
"etort-80","etort-108",0.207139
"etort-81","etort-108",0.203486
"etort-82","etort-108",0.206799
"etort-83","etort-108",0.20597
"etort-84","etort-108",0.205374
"etort-85","etort-108",0.205645
"etort-86","etort-108",0.209272
"etort-87","etort-108",0.205167
"etort-88","etort-108",0.200882
"etort-89","etort-108",0.206873
"etort-90","etort-108",0.209413
"etort-91","etort-108",0.204653
"etort-92","etort-108",0.202435
"etort-93","etort-108",0.206917
"etort-94","etort-108",0.205433
"etort-95","etort-108",0.206157
"etort-96","etort-108",0.193381
"etort-97","etort-108",0.188069
"etort-98","etort-108",0.195254
"etort-99","etort-108",0.195294
"etort-100","etort-108",0.194524
"etort-102","etort-108",0.183503
"etort-103","etort-108",0.182956
"etort-104","etort-108",0.188963
"etort-105","etort-108",0.185432
"etort-106","etort-108",0.174851
"etort-107","etort-108",0.173106
"etort-108","etort-108",0.124637
"etort-1","etort-109",0.200667
"etort-2","etort-109",0.185446
"etort-3","etort-109",0.191211
"etort-4","etort-109",0.191873
"etort-5","etort-109",0.195074
"etort-6","etort-109",0.201206
"etort-7","etort-109",0.203787
"etort-8","etort-109",0.196394
"etort-9","etort-109",0.193213
"etort-10","etort-109",0.191898
"etort-11","etort-109",0.195815
"etort-12","etort-109",0.204179
"etort-13","etort-109",0.188755
"etort-14","etort-109",0.186415
"etort-15","etort-109",0.211169
"etort-16","etort-109",0.199141
"etort-17","etort-109",0.211431
"etort-18","etort-109",0.192109
"etort-19","etort-109",0.188429
"etort-20","etort-109",0.189465
"etort-21","etort-109",0.191717
"etort-22","etort-109",0.193327
"etort-23","etort-109",0.1951
"etort-24","etort-109",0.194788
"etort-25","etort-109",0.196514
"etort-26","etort-109",0.194039
"etort-27","etort-109",0.19539
"etort-28","etort-109",0.197631
"etort-30","etort-109",0.205158
"etort-31","etort-109",0.216676
"etort-32","etort-109",0.197213
"etort-33","etort-109",0.195429
"etort-34","etort-109",0.195218
"etort-35","etort-109",0.20171
"etort-36","etort-109",0.210228
"etort-37","etort-109",0.212146
"etort-38","etort-109",0.214068
"etort-39","etort-109",0.195224
"etort-40","etort-109",0.195864
"etort-41","etort-109",0.20055
"etort-42","etort-109",0.195323
"etort-43","etort-109",0.195102
"etort-44","etort-109",0.19485
"etort-45","etort-109",0.194209
"etort-46","etort-109",0.204146
"etort-47","etort-109",0.204093
"etort-48","etort-109",0.198857
"etort-49","etort-109",0.20457
"etort-50","etort-109",0.192845
"etort-51","etort-109",0.210234
"etort-52","etort-109",0.196132
"etort-53","etort-109",0.214438
"etort-54","etort-109",0.191911
"etort-55","etort-109",0.205926
"etort-56","etort-109",0.20742
"etort-57","etort-109",0.185843
"etort-58","etort-109",0.213745
"etort-59","etort-109",0.202603
"etort-60","etort-109",0.190617
"etort-61","etort-109",0.191854
"etort-62","etort-109",0.210705
"etort-63","etort-109",0.192566
"etort-64","etort-109",0.193158
"etort-65","etort-109",0.187723
"etort-66","etort-109",0.191007
"etort-67","etort-109",0.192613
"etort-68","etort-109",0.187583
"etort-69","etort-109",0.192442
"etort-70","etort-109",0.196115
"etort-71","etort-109",0.185982
"etort-72","etort-109",0.183175
"etort-73","etort-109",0.190169
"etort-74","etort-109",0.194628
"etort-75","etort-109",0.209934
"etort-76","etort-109",0.204114
"etort-77","etort-109",0.194771
"etort-78","etort-109",0.209322
"etort-79","etort-109",0.20952
"etort-80","etort-109",0.209655
"etort-81","etort-109",0.206143
"etort-82","etort-109",0.208484
"etort-83","etort-109",0.208687
"etort-84","etort-109",0.208062
"etort-85","etort-109",0.205897
"etort-86","etort-109",0.211943
"etort-87","etort-109",0.207701
"etort-88","etort-109",0.203495
"etort-89","etort-109",0.209371
"etort-90","etort-109",0.213248
"etort-91","etort-109",0.205861
"etort-92","etort-109",0.205564
"etort-93","etort-109",0.209028
"etort-94","etort-109",0.209309
"etort-95","etort-109",0.211624
"etort-96","etort-109",0.194266
"etort-97","etort-109",0.190206
"etort-98","etort-109",0.19552
"etort-99","etort-109",0.19788
"etort-100","etort-109",0.196484
"etort-102","etort-109",0.187457
"etort-103","etort-109",0.186193
"etort-104","etort-109",0.191859
"etort-105","etort-109",0.188907
"etort-106","etort-109",0.179901
"etort-107","etort-109",0.173674
"etort-108","etort-109",0.174338
"etort-109","etort-109",0.127086
"etort-1","etort-110",0.218299
"etort-2","etort-110",0.196929
"etort-3","etort-110",0.203945
"etort-4","etort-110",0.206075
"etort-5","etort-110",0.207674
"etort-6","etort-110",0.213211
"etort-7","etort-110",0.217537
"etort-8","etort-110",0.209856
"etort-9","etort-110",0.206454
"etort-10","etort-110",0.206618
"etort-11","etort-110",0.211038
"etort-12","etort-110",0.220964
"etort-13","etort-110",0.200074
"etort-14","etort-110",0.19737
"etort-15","etort-110",0.227978
"etort-16","etort-110",0.212855
"etort-17","etort-110",0.229325
"etort-18","etort-110",0.206403
"etort-19","etort-110",0.204286
"etort-20","etort-110",0.202966
"etort-21","etort-110",0.206874
"etort-22","etort-110",0.205676
"etort-23","etort-110",0.210224
"etort-24","etort-110",0.210667
"etort-25","etort-110",0.212949
"etort-26","etort-110",0.206371
"etort-27","etort-110",0.211304
"etort-28","etort-110",0.209918
"etort-30","etort-110",0.222032
"etort-31","etort-110",0.234081
"etort-32","etort-110",0.212347
"etort-33","etort-110",0.208353
"etort-34","etort-110",0.208134
"etort-35","etort-110",0.214827
"etort-36","etort-110",0.227446
"etort-37","etort-110",0.23011
"etort-38","etort-110",0.231653
"etort-39","etort-110",0.208407
"etort-40","etort-110",0.209273
"etort-41","etort-110",0.212294
"etort-42","etort-110",0.206572
"etort-43","etort-110",0.209286
"etort-44","etort-110",0.208059
"etort-45","etort-110",0.208044
"etort-46","etort-110",0.220212
"etort-47","etort-110",0.222725
"etort-48","etort-110",0.215208
"etort-49","etort-110",0.220309
"etort-50","etort-110",0.210018
"etort-51","etort-110",0.223994
"etort-52","etort-110",0.211194
"etort-53","etort-110",0.23013
"etort-54","etort-110",0.205589
"etort-55","etort-110",0.221911
"etort-56","etort-110",0.222392
"etort-57","etort-110",0.197517
"etort-58","etort-110",0.231081
"etort-59","etort-110",0.218654
"etort-60","etort-110",0.204411
"etort-61","etort-110",0.201843
"etort-62","etort-110",0.225512
"etort-63","etort-110",0.206209
"etort-64","etort-110",0.204819
"etort-65","etort-110",0.200167
"etort-66","etort-110",0.206749
"etort-67","etort-110",0.205434
"etort-68","etort-110",0.202507
"etort-69","etort-110",0.205806
"etort-70","etort-110",0.211361
"etort-71","etort-110",0.1959
"etort-72","etort-110",0.195527
"etort-73","etort-110",0.203762
"etort-74","etort-110",0.208705
"etort-75","etort-110",0.224265
"etort-76","etort-110",0.220008
"etort-77","etort-110",0.207242
"etort-78","etort-110",0.227674
"etort-79","etort-110",0.225731
"etort-80","etort-110",0.226024
"etort-81","etort-110",0.221538
"etort-82","etort-110",0.224982
"etort-83","etort-110",0.223686
"etort-84","etort-110",0.223879
"etort-85","etort-110",0.222469
"etort-86","etort-110",0.228281
"etort-87","etort-110",0.225541
"etort-88","etort-110",0.219758
"etort-89","etort-110",0.22584
"etort-90","etort-110",0.228516
"etort-91","etort-110",0.220959
"etort-92","etort-110",0.221084
"etort-93","etort-110",0.224991
"etort-94","etort-110",0.224818
"etort-95","etort-110",0.227514
"etort-96","etort-110",0.208856
"etort-97","etort-110",0.204675
"etort-98","etort-110",0.209664
"etort-99","etort-110",0.209467
"etort-100","etort-110",0.209863
"etort-102","etort-110",0.201386
"etort-103","etort-110",0.201632
"etort-104","etort-110",0.204429
"etort-105","etort-110",0.201937
"etort-106","etort-110",0.190959
"etort-107","etort-110",0.187165
"etort-108","etort-110",0.183536
"etort-109","etort-110",0.186871
"etort-110","etort-110",0.130433
"etort-1","etort-111",0.214764
"etort-2","etort-111",0.194003
"etort-3","etort-111",0.201275
"etort-4","etort-111",0.203
"etort-5","etort-111",0.205705
"etort-6","etort-111",0.212796
"etort-7","etort-111",0.214779
"etort-8","etort-111",0.209379
"etort-9","etort-111",0.203844
"etort-10","etort-111",0.203334
"etort-11","etort-111",0.206958
"etort-12","etort-111",0.218736
"etort-13","etort-111",0.19594
"etort-14","etort-111",0.195584
"etort-15","etort-111",0.225331
"etort-16","etort-111",0.211431
"etort-17","etort-111",0.226612
"etort-18","etort-111",0.204097
"etort-19","etort-111",0.200706
"etort-20","etort-111",0.20113
"etort-21","etort-111",0.205083
"etort-22","etort-111",0.204714
"etort-23","etort-111",0.208711
"etort-24","etort-111",0.205367
"etort-25","etort-111",0.209704
"etort-26","etort-111",0.204647
"etort-27","etort-111",0.208555
"etort-28","etort-111",0.208765
"etort-30","etort-111",0.219578
"etort-31","etort-111",0.230337
"etort-32","etort-111",0.208405
"etort-33","etort-111",0.205782
"etort-34","etort-111",0.206545
"etort-35","etort-111",0.212975
"etort-36","etort-111",0.223746
"etort-37","etort-111",0.227221
"etort-38","etort-111",0.228715
"etort-39","etort-111",0.206019
"etort-40","etort-111",0.20669
"etort-41","etort-111",0.210388
"etort-42","etort-111",0.206781
"etort-43","etort-111",0.207307
"etort-44","etort-111",0.207493
"etort-45","etort-111",0.205417
"etort-46","etort-111",0.21686
"etort-47","etort-111",0.218822
"etort-48","etort-111",0.21225
"etort-49","etort-111",0.216303
"etort-50","etort-111",0.207435
"etort-51","etort-111",0.22101
"etort-52","etort-111",0.209579
"etort-53","etort-111",0.227255
"etort-54","etort-111",0.203208
"etort-55","etort-111",0.219018
"etort-56","etort-111",0.220203
"etort-57","etort-111",0.195406
"etort-58","etort-111",0.228483
"etort-59","etort-111",0.215929
"etort-60","etort-111",0.20245
"etort-61","etort-111",0.20191
"etort-62","etort-111",0.222306
"etort-63","etort-111",0.204456
"etort-64","etort-111",0.203353
"etort-65","etort-111",0.198791
"etort-66","etort-111",0.204947
"etort-67","etort-111",0.205887
"etort-68","etort-111",0.200349
"etort-69","etort-111",0.202273
"etort-70","etort-111",0.20889
"etort-71","etort-111",0.194303
"etort-72","etort-111",0.193853
"etort-73","etort-111",0.202247
"etort-74","etort-111",0.206565
"etort-75","etort-111",0.22295
"etort-76","etort-111",0.218021
"etort-77","etort-111",0.20582
"etort-78","etort-111",0.225938
"etort-79","etort-111",0.22406
"etort-80","etort-111",0.222857
"etort-81","etort-111",0.219105
"etort-82","etort-111",0.223267
"etort-83","etort-111",0.221248
"etort-84","etort-111",0.221473
"etort-85","etort-111",0.220614
"etort-86","etort-111",0.22595
"etort-87","etort-111",0.22216
"etort-88","etort-111",0.216875
"etort-89","etort-111",0.223339
"etort-90","etort-111",0.225595
"etort-91","etort-111",0.221801
"etort-92","etort-111",0.219603
"etort-93","etort-111",0.222742
"etort-94","etort-111",0.221625
"etort-95","etort-111",0.224264
"etort-96","etort-111",0.206714
"etort-97","etort-111",0.202363
"etort-98","etort-111",0.207152
"etort-99","etort-111",0.208699
"etort-100","etort-111",0.207666
"etort-102","etort-111",0.198577
"etort-103","etort-111",0.197423
"etort-104","etort-111",0.204295
"etort-105","etort-111",0.199069
"etort-106","etort-111",0.18752
"etort-107","etort-111",0.184972
"etort-108","etort-111",0.184468
"etort-109","etort-111",0.187793
"etort-110","etort-111",0.195386
"etort-111","etort-111",0.126825
"etort-1","etort-112",0.209232
"etort-2","etort-112",0.218597
"etort-3","etort-112",0.21739
"etort-4","etort-112",0.219151
"etort-5","etort-112",0.214544
"etort-6","etort-112",0.214697
"etort-7","etort-112",0.208065
"etort-8","etort-112",0.209848
"etort-9","etort-112",0.21372
"etort-10","etort-112",0.215904
"etort-11","etort-112",0.21829
"etort-12","etort-112",0.204587
"etort-13","etort-112",0.216535
"etort-14","etort-112",0.219953
"etort-15","etort-112",0.198992
"etort-16","etort-112",0.221079
"etort-17","etort-112",0.199276
"etort-18","etort-112",0.217073
"etort-19","etort-112",0.21872
"etort-20","etort-112",0.220241
"etort-21","etort-112",0.216763
"etort-22","etort-112",0.215333
"etort-23","etort-112",0.217336
"etort-24","etort-112",0.216544
"etort-25","etort-112",0.220095
"etort-26","etort-112",0.213584
"etort-27","etort-112",0.219864
"etort-28","etort-112",0.220249
"etort-30","etort-112",0.202338
"etort-31","etort-112",0.201519
"etort-32","etort-112",0.208445
"etort-33","etort-112",0.215723
"etort-34","etort-112",0.216157
"etort-35","etort-112",0.209676
"etort-36","etort-112",0.202714
"etort-37","etort-112",0.200935
